"метчик м-р М14*2,0 глухой",AG-000448CL,1
"метчик м-р М14*2,0 лев",AG-000449CL,1
"метчик м-р М14*2,0 осн Р6М5",AG-000450CL,1
"метчик м-р М16*1,0 Р6М5",AG-000451CL,1
"метчик м-р М16*1,0 левый",AG-000452CL,1
"метчик м-р М16*1,5 глухой",AG-000453CL,1
"метчик м-р М16*1,5 лев Р6М5",AG-000710CL,1
"метчик м-р М16*1,5 Р6М5",AG-000454CL,1
"метчик м-р М16*2,0 глухой",AG-000455CL,1
"метчик м-р М16*2,0 лев",AG-000456CL,1
"метчик м-р М16*2,0 осн Р6М5",AG-000457CL,1
"метчик м-р М18*1,0 Р6М5",AG-000458CL,1
"метчик м-р М18*1,5 глухой",AG-000459CL,1
"метчик м-р М18*1,5 лев",AG-000460CL,1
"метчик м-р М18*1,5 Р6М5",AG-000461CL,1
"метчик м-р М18*2,0 Р6М5",AG-000462CL,1
"метчик м-р М18*2,0 Р6М5 глухой",AG-000463CL,1
"метчик м-р М18*2,5 глухой",AG-000464CL,1
"метчик м-р М18*2,5 лев",AG-000465CL,1
"метчик м-р М18*2,5 осн Р6М5",AG-000466CL,1
"метчик м-р М20*1,0 Р6М5",AG-000467CL,1
"метчик м-р М20*1,5 глухой",AG-000468CL,1
"метчик м-р М20*1,5 Р6М5",AG-000469CL,1
"метчик м-р М20*2,0 Р6М5",AG-000470CL,1
"метчик м-р М20*2,5 глухой",AG-000471CL,1
"метчик м-р М20*2,5 лев",AG-000472CL,1
"метчик м-р М20*2,5 осн Р6М5",AG-000473CL,1
"метчик м-р М22*1,0",AG-000474CL,1
"метчик м-р М22*1,5 глухой",AG-000475CL,1
"метчик м-р М22*1,5 лев",AG-000476CL,1
"метчик м-р М22*1,5 Р6М5",AG-000477CL,1
"метчик м-р М22*2,0 Р6М5",AG-000478CL,1
"метчик м-р М22*2,5 глухой",AG-000479CL,1
"метчик м-р М22*2,5 осн лев Р6М5",AG-000480CL,1
"метчик м-р М22*2,5 осн Р6М5",AG-000481CL,1
"метчик м-р М24*1,0",AG-000482CL,1
"метчик м-р М24*1,5 глухой",AG-000483CL,1
"метчик м-р М24*1,5 Р6М5",AG-000484CL,1
"метчик м-р М24*2,0 Р6М5",AG-000485CL,1
"метчик м-р М24*3,0 глухой",AG-000486CL,1
"метчик м-р М24*3,0 осн Р6М5",AG-000487CL,1
"метчик м-р М24*3,0 осн лев Р6М5",AG-000488CL,1
метчик м-р трубный цилиндрический G 1,AG-000527CL,1
метчик м-р трубный цилиндрический G 1/2 Р6М5,AG-000532CL,1
метчик м-р трубный цилиндрический G 1/4 Р6М5,AG-000533CL,1
метчик м-р трубный цилиндрический G 1/8 Р6М5,AG-000534CL,1
метчик м-р трубный цилиндрический G 3/4 Р6М5,AG-000536CL,1
